frame,component,energy_j
0,hbm,0.0024018696000002848
0,sram_noc,1.4945126400003257e-05
0,electronic_dynamic,0.00011756126719999975
0,view_metadata,0.0
0,electronic_static,0.0004626042758998632
1,hbm,0.0022707719999999947
1,sram_noc,7.472563200005003e-06
1,electronic_dynamic,0.00011756126720000018
1,view_metadata,0.0
1,electronic_static,0.00014766277590036786
