run_id,model,mode,axis,sweep_value,frame,state,latency_ms,energy_mj,sram_hit_rate,programming_events
array32x32_10ghz_sram25_digital,MobileViT-XXS,digital,main,nominal,0,cold,1.542014252999544,2.9969802695001513,0.0,0
array32x32_10ghz_sram25_digital,MobileViT-XXS,digital,main,nominal,1,warm,0.49220925300122625,2.543468606300368,1.0,0
