model,model_name,input_shape,backend,precision,stage,op_group,op_type,execution_domain,pdpu_candidate,tokens,channels,embedding_dim,input_bytes,output_bytes,weight_bytes,output_elements,kernel_elements,groups,in_channels_actual,out_channels_actual,estimated_macs,nonlinear_ops,estimated_latency_share,estimated_energy_share,layer_name,module_type,trace_source,evidence_label
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,589824,589824,83520,147456,1,1,144,144,21233664,0,1.0612,1.0612,stages.2.1.transformer.1.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,256,144,256,1179648,4194304,0,1048576,1,1,0,0,37748736,0,1.8867,1.8867,stages.2.1.transformer.1.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,256,144,256,4784128,589824,0,147456,1,1,0,0,37748736,0,1.8867,1.8867,stages.2.1.transformer.1.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,589824,589824,1152,147456,1,1,0,0,0,147456,8.0000,8.0000,stages.2.1.transformer.1.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,256,256,589824,1179648,167040,294912,1,1,144,288,42467328,0,2.1225,2.1225,stages.2.1.transformer.1.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,1179648,1179648,0,294912,1,1,0,0,0,294912,8.0000,8.0000,stages.2.1.transformer.1.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,1179648,1179648,0,294912,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,1179648,1179648,0,294912,1,1,0,0,0,294912,8.0000,8.0000,stages.2.1.transformer.1.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,256,256,1179648,589824,166464,147456,1,1,288,144,42467328,0,2.1225,2.1225,stages.2.1.transformer.1.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,589824,589824,1152,147456,1,1,0,0,0,147456,8.0000,8.0000,stages.2.1.norm,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,256,256,589824,393216,55296,98304,1,1,144,96,14155776,0,0.7075,0.7075,stages.2.1.conv_proj.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.conv_proj.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.2.1.conv_proj.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,256,256,786432,393216,663552,98304,9,1,192,96,169869312,0,8.4899,8.4899,stages.2.1.conv_fusion.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.conv_fusion.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.2.1.conv_fusion.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,256,256,393216,1572864,147456,393216,1,1,96,384,37748736,0,1.8867,1.8867,stages.3.0.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,1572864,1572864,0,393216,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,1572864,1572864,0,393216,1,1,0,0,0,393216,8.0000,8.0000,stages.3.0.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,256,256,1572864,393216,13824,98304,9,384,384,384,884736,0,0.0442,0.0442,stages.3.0.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.3.0.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,256,256,393216,131072,196608,32768,1,1,384,128,12582912,0,0.6289,0.6289,stages.3.0.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,32768,8.0000,8.0000,stages.3.0.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,32768,8.0000,8.0000,stages.3.0.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,256,256,131072,131072,589824,32768,9,1,128,128,37748736,0,1.8867,1.8867,stages.3.1.conv_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.conv_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,131072,131072,0,32768,1,1,0,0,0,32768,8.0000,8.0000,stages.3.1.conv_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,256,256,131072,196608,98304,49152,1,1,128,192,6291456,0,0.3144,0.3144,stages.3.1.conv_1x1,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,196608,196608,1536,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.0.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,589824,444672,147456,1,1,192,576,28311552,0,1.4150,1.4150,stages.3.1.transformer.0.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.0.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.0.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.0.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,196608,148224,49152,1,1,192,192,9437184,0,0.4717,0.4717,stages.3.1.transformer.0.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,64,192,256,393216,262144,0,65536,1,1,0,0,3145728,0,0.1572,0.1572,stages.3.1.transformer.0.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,64,192,256,458752,196608,0,49152,1,1,0,0,3145728,0,0.1572,0.1572,stages.3.1.transformer.0.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,196608,196608,1536,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.0.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,393216,296448,98304,1,1,192,384,18874368,0,0.9433,0.9433,stages.3.1.transformer.0.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.3.1.transformer.0.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.3.1.transformer.0.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,256,256,393216,196608,295680,49152,1,1,384,192,18874368,0,0.9433,0.9433,stages.3.1.transformer.0.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,196608,196608,1536,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.1.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,589824,444672,147456,1,1,192,576,28311552,0,1.4150,1.4150,stages.3.1.transformer.1.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.1.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.1.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.1.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,196608,148224,49152,1,1,192,192,9437184,0,0.4717,0.4717,stages.3.1.transformer.1.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,64,192,256,393216,262144,0,65536,1,1,0,0,3145728,0,0.1572,0.1572,stages.3.1.transformer.1.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,64,192,256,458752,196608,0,49152,1,1,0,0,3145728,0,0.1572,0.1572,stages.3.1.transformer.1.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,196608,196608,1536,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.1.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,393216,296448,98304,1,1,192,384,18874368,0,0.9433,0.9433,stages.3.1.transformer.1.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.3.1.transformer.1.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,393216,393216,0,98304,1,1,0,0,0,98304,8.0000,8.0000,stages.3.1.transformer.1.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,256,256,393216,196608,295680,49152,1,1,384,192,18874368,0,0.9433,0.9433,stages.3.1.transformer.1.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.1.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,196608,196608,1536,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.2.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,589824,444672,147456,1,1,192,576,28311552,0,1.4150,1.4150,stages.3.1.transformer.2.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.2.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.2.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.2.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,256,256,196608,196608,148224,49152,1,1,192,192,9437184,0,0.4717,0.4717,stages.3.1.transformer.2.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.2.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,64,192,256,393216,262144,0,65536,1,1,0,0,3145728,0,0.1572,0.1572,stages.3.1.transformer.2.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,64,192,256,458752,196608,0,49152,1,1,0,0,3145728,0,0.1572,0.1572,stages.3.1.transformer.2.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.2.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,256,256,196608,196608,0,49152,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.2.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-S,mobilevit_s,1x3x256x256,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,256,256,196608,196608,1536,49152,1,1,0,0,0,49152,8.0000,8.0000,stages.3.1.transformer.2.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
