model,model_name,input_shape,backend,precision,stage,op_group,op_type,execution_domain,pdpu_candidate,tokens,channels,embedding_dim,input_bytes,output_bytes,weight_bytes,output_elements,kernel_elements,groups,in_channels_actual,out_channels_actual,estimated_macs,nonlinear_ops,estimated_latency_share,estimated_energy_share,layer_name,module_type,trace_source,evidence_label
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stem,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,442368,589824,1728,147456,9,1,3,16,3981312,0,1.8955,1.8955,stem.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stem,control_residual,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stem.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stem,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,147456,8.0000,8.0000,stem.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,589824,1179648,2048,294912,1,1,16,32,4718592,0,2.2465,2.2465,stages.0.0.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,294912,8.0000,8.0000,stages.0.0.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,1179648,1179648,1152,294912,9,32,32,32,2654208,0,1.2637,1.2637,stages.0.0.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,294912,8.0000,8.0000,stages.0.0.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,1179648,589824,2048,147456,1,1,32,16,4718592,0,2.2465,2.2465,stages.0.0.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,147456,8.0000,8.0000,stages.0.0.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,0,8.0000,8.0000,stages.0.0.shortcut,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,589824,589824,0,147456,1,1,0,0,0,147456,8.0000,8.0000,stages.0.0.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,589824,1179648,2048,294912,1,1,16,32,4718592,0,2.2465,2.2465,stages.1.0.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,1179648,1179648,0,294912,1,1,0,0,0,294912,8.0000,8.0000,stages.1.0.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,1179648,294912,1152,73728,9,32,32,32,663552,0,0.3159,0.3159,stages.1.0.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,73728,8.0000,8.0000,stages.1.0.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,294912,221184,3072,55296,1,1,32,24,1769472,0,0.8424,0.8424,stages.1.0.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.1.0.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.0.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.1.0.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,221184,442368,4608,110592,1,1,24,48,2654208,0,1.2637,1.2637,stages.1.1.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,110592,8.0000,8.0000,stages.1.1.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,442368,442368,1728,110592,9,48,48,48,995328,0,0.4739,0.4739,stages.1.1.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,110592,8.0000,8.0000,stages.1.1.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,442368,221184,4608,55296,1,1,48,24,2654208,0,1.2637,1.2637,stages.1.1.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.1.1.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.1.shortcut,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.1.1.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,221184,442368,4608,110592,1,1,24,48,2654208,0,1.2637,1.2637,stages.1.2.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,110592,8.0000,8.0000,stages.1.2.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,442368,442368,1728,110592,9,48,48,48,995328,0,0.4739,0.4739,stages.1.2.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,110592,8.0000,8.0000,stages.1.2.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,442368,221184,4608,55296,1,1,48,24,2654208,0,1.2637,1.2637,stages.1.2.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.1.2.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.1.2.shortcut,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.1.2.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,221184,442368,4608,110592,1,1,24,48,2654208,0,1.2637,1.2637,stages.2.0.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,442368,442368,0,110592,1,1,0,0,0,110592,8.0000,8.0000,stages.2.0.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,442368,110592,1728,27648,9,48,48,48,248832,0,0.1185,0.1185,stages.2.0.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,27648,8.0000,8.0000,stages.2.0.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,110592,110592,9216,27648,1,1,48,48,1327104,0,0.6318,0.6318,stages.2.0.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,27648,8.0000,8.0000,stages.2.0.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.0.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,27648,8.0000,8.0000,stages.2.0.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,110592,110592,82944,27648,9,1,48,48,11943936,0,5.6865,5.6865,stages.2.1.conv_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.conv_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,27648,8.0000,8.0000,stages.2.1.conv_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,110592,147456,12288,36864,1,1,48,64,1769472,0,0.8424,0.8424,stages.2.1.conv_1x1,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,147456,147456,512,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.0.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,147456,442368,49920,110592,1,1,64,192,7077888,0,3.3698,3.3698,stages.2.1.transformer.0.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.0.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.0.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.0.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,147456,147456,16640,36864,1,1,64,64,2359296,0,1.1233,1.1233,stages.2.1.transformer.0.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,144,64,128,294912,1327104,0,331776,1,1,0,0,5308416,0,2.5273,2.5273,stages.2.1.transformer.0.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,144,64,128,1474560,147456,0,36864,1,1,0,0,5308416,0,2.5273,2.5273,stages.2.1.transformer.0.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,147456,147456,512,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.0.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,147456,294912,33280,73728,1,1,64,128,4718592,0,2.2465,2.2465,stages.2.1.transformer.0.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
